id,piston_velocity_phase1,metal_velocity_gate,fill_time,phase_transition_position,intensification_time_phase3,intensification_pressure,solidification_time,cycle_time,sleeve_fill_percentage,sleeve_diameter,sleeve_length,plunger_lubricant,plunger_sleeve_clearance,sleeve_temperature,plunger_temperature,blisters_post_treatment,surface_blisters,die_sticking,flow_lines,surface_streaks,cold_shut,heat_cracks,ejector_pin_marks,die_soldering,surface_oxide_inclusions,low_tensile_strength,low_elongation,low_ultimate_strength,low_fatigue_resistance,low_surface_hardness,density_deviation,incomplete_fill,flash,warpage,shrinkage_porosity,volumetric_variation,dimensional_deviation,gas_porosity,gas_bubbles,internal_shrinkage,cracks,hard_inclusions,oxide_inclusions,total_defects,has_defect
1366,0.23,3.5,38.01,172.45,7.86,88.23,19.62,78.2,35.81,47.28,121.29,0.0,0.11,168.81,176.66,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1
1367,0.2,3.65,32.02,171.88,5.82,105.55,15.21,61.46,41.67,46.79,126.98,0.0,0.12,188.62,168.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,0.23,3.56,32.8,177.12,7.23,82.64,23.91,63.24,44.94,48.7,122.8,0.0,0.09,181.37,165.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,0.25,3.58,38.34,173.43,6.55,118.33,16.56,67.1,40.09,45.61,128.7,0.0,0.09,190.44,172.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,0.23,3.68,39.64,174.1,7.26,98.9,16.38,64.41,43.19,46.85,128.75,0.0,0.1,192.12,178.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,0.23,3.64,36.24,170.63,7.19,109.71,19.79,67.69,41.15,47.89,127.56,0.0,0.1,199.69,162.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,0.22,3.54,36.24,178.81,9.54,96.16,19.75,61.82,45.48,49.42,125.06,0.0,0.08,187.25,172.79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,7,1
1373,0.22,3.77,32.56,178.33,6.7,82.07,15.11,82.45,42.33,49.09,123.89,0.0,0.09,195.81,161.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,0.25,3.53,37.82,173.71,6.37,90.12,16.37,61.44,40.16,47.9,128.96,0.0,0.09,181.55,170.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,0.24,3.58,34.95,175.48,6.88,105.41,21.46,70.66,45.06,45.29,125.27,0.0,0.1,194.89,162.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,0.22,3.63,35.23,176.85,7.68,112.68,24.94,87.26,48.0,46.06,122.9,0.0,0.11,188.99,160.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1377,0.23,3.64,36.08,170.08,7.03,111.67,20.04,83.95,45.74,49.46,123.27,0.0,0.1,191.54,165.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,0.22,3.63,38.85,178.07,6.88,100.43,15.27,79.03,44.6,45.85,129.06,0.0,0.11,184.26,171.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1379,0.22,3.51,32.27,174.21,7.56,81.19,22.17,80.93,46.53,49.86,123.93,0.0,0.1,184.61,163.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,0.24,3.52,35.2,175.75,6.63,118.96,21.11,82.33,45.39,48.91,129.76,0.0,0.11,185.83,177.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,0.21,3.6,31.68,179.4,5.06,80.07,24.68,70.91,43.23,49.01,127.88,0.0,0.1,191.33,163.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,0.23,3.59,31.81,170.05,6.04,117.53,19.35,82.72,47.83,45.94,125.47,0.0,0.1,181.89,166.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1383,0.23,3.58,38.64,174.5,6.24,104.86,21.8,68.79,45.86,47.29,123.13,0.0,0.1,190.97,178.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,0.25,3.61,36.87,172.19,5.48,115.22,17.99,72.78,47.27,49.77,121.71,0.0,0.09,181.7,177.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,0.24,3.64,39.72,170.12,5.9,85.65,16.55,82.3,42.7,46.97,126.03,0.0,0.11,185.76,176.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1386,0.22,3.78,35.34,176.17,5.8,114.84,15.24,76.72,43.84,48.02,123.6,0.0,0.11,180.41,168.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1387,0.23,3.68,31.34,178.14,5.89,105.71,21.02,64.66,41.63,47.04,127.63,0.0,0.11,199.51,161.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1388,0.24,3.73,30.15,178.63,5.15,106.12,22.17,87.32,42.4,47.5,125.94,0.0,0.11,186.84,166.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1389,0.24,3.58,44.11,172.88,5.5,138.91,21.83,75.46,46.43,47.85,124.16,0.0,0.08,189.25,170.82,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,12,1
1390,0.24,3.71,37.09,179.61,5.89,99.87,21.87,61.99,48.9,47.33,127.62,0.0,0.1,188.48,170.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,0.24,3.62,39.7,173.96,7.99,104.5,16.4,83.22,43.87,49.97,120.72,0.0,0.08,185.09,166.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,0.21,3.57,36.35,179.7,6.13,82.54,10.06,63.63,30.81,46.25,122.86,0.0,0.1,183.74,120.18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,7,1
1393,0.2,3.68,31.88,173.17,5.61,114.67,24.74,73.3,47.04,49.34,123.55,0.0,0.09,189.03,163.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,0.2,3.77,37.87,175.45,7.39,110.43,17.98,68.22,45.6,49.03,122.23,0.0,0.1,187.29,163.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,0.23,3.77,33.2,176.7,5.56,104.99,18.36,66.34,43.13,45.89,129.02,0.0,0.1,184.91,168.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1396,0.24,3.58,33.44,178.59,5.63,91.85,20.74,64.08,48.01,46.73,126.1,0.0,0.09,181.63,178.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,0.21,3.71,37.05,175.89,6.95,85.82,15.64,82.25,41.06,48.79,120.3,0.0,0.11,185.18,160.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1398,0.24,3.57,33.18,177.33,7.68,103.95,19.08,89.64,45.37,49.53,129.28,0.0,0.08,191.01,179.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,0.23,3.68,39.66,172.87,6.73,113.78,19.66,78.69,45.37,45.17,122.42,0.0,0.12,180.96,168.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,0.24,3.51,30.66,173.57,5.9,87.3,22.8,72.38,48.89,45.15,123.41,0.0,0.09,188.78,179.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,0.22,3.57,35.69,179.09,7.92,89.53,24.14,67.67,44.31,47.17,120.26,0.0,0.1,189.62,170.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,0.22,3.53,39.62,174.32,7.0,101.25,15.55,88.58,47.93,45.75,129.82,0.0,0.11,189.45,172.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,0.21,3.58,38.01,171.79,7.51,90.34,19.89,74.33,46.27,48.31,120.4,0.0,0.11,193.32,177.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,0.23,3.77,36.3,177.69,6.98,104.4,23.15,69.02,40.07,47.26,125.41,0.0,0.1,180.28,171.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,0.22,3.51,31.9,178.38,6.41,108.62,16.63,71.48,48.19,45.21,123.16,0.0,0.1,192.44,162.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,0.25,3.67,37.66,178.39,5.56,103.35,22.36,75.53,40.58,45.64,127.38,0.0,0.1,181.67,169.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,0.24,3.75,31.73,179.91,6.6,100.31,16.25,76.75,44.0,48.14,128.18,0.0,0.1,194.33,169.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,0.22,3.61,35.0,176.38,5.3,97.87,22.66,87.36,47.59,49.08,121.75,0.0,0.08,183.58,173.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,0.22,3.57,36.15,170.76,6.58,108.08,16.76,81.68,44.92,49.9,120.58,0.0,0.1,194.29,172.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1410,0.2,3.61,33.42,172.01,5.39,92.67,19.11,81.82,45.68,47.81,128.48,0.0,0.12,187.99,176.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1411,0.24,3.66,30.58,170.26,7.9,90.25,21.09,83.29,45.15,49.87,120.61,0.0,0.1,183.03,177.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1412,0.21,3.77,38.34,174.32,6.72,94.24,24.55,73.55,43.66,48.99,123.87,0.0,0.09,182.4,167.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1413,0.22,3.52,36.1,171.24,6.64,112.31,21.37,88.51,46.88,46.42,122.77,0.0,0.11,194.14,166.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1414,0.25,3.6,32.54,172.03,7.41,94.2,18.96,68.3,40.3,47.12,129.63,0.0,0.11,193.18,161.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,0.21,3.63,35.81,176.52,7.43,86.76,24.98,72.42,42.41,45.92,120.96,0.0,0.08,196.54,167.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,0.22,3.61,31.07,175.93,6.92,98.64,15.22,79.35,45.61,48.76,121.89,0.0,0.11,190.31,174.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1417,0.23,3.69,34.71,177.92,7.93,117.15,19.86,67.73,40.78,48.11,126.68,0.0,0.09,199.41,174.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1418,0.22,3.59,31.77,173.82,5.73,110.99,21.45,60.8,42.35,48.98,129.3,0.0,0.11,195.94,175.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,0.2,3.78,31.66,171.53,5.09,110.63,24.8,76.82,40.48,46.41,123.12,0.0,0.09,195.61,164.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,0.23,3.72,39.6,172.18,6.15,108.31,19.66,70.08,48.58,49.31,131.69,0.0,0.09,187.59,161.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1
1421,0.21,3.72,32.84,178.6,5.32,94.37,23.64,73.46,47.1,49.4,120.03,0.0,0.11,195.97,167.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,0.22,3.62,31.78,176.94,5.78,88.59,20.67,70.0,44.48,47.8,122.05,0.0,0.12,181.72,178.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1423,0.24,3.76,37.68,170.17,5.62,111.69,23.07,74.55,48.38,49.27,128.14,0.0,0.11,196.47,162.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,0.23,3.57,34.26,178.41,7.05,83.63,19.44,82.86,46.04,48.96,129.02,0.0,0.12,198.0,161.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,0.22,3.6,30.37,172.03,5.22,82.28,18.83,76.5,46.85,48.58,128.21,0.0,0.09,186.76,170.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,0.24,3.53,39.23,170.42,7.32,95.9,21.51,70.07,41.77,48.12,123.66,0.0,0.1,183.86,170.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,0.22,3.63,33.93,172.19,5.71,80.97,20.35,83.65,47.52,45.65,127.87,0.0,0.12,189.09,170.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,0.25,3.63,39.13,179.9,7.03,113.55,21.67,88.09,45.01,48.61,122.76,0.0,0.12,187.7,177.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,0.24,3.58,39.2,179.11,7.32,84.02,17.11,66.27,42.07,47.12,120.97,0.0,0.1,181.16,173.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1430,0.22,3.66,34.75,170.09,5.74,82.73,22.61,75.15,44.17,46.22,127.34,0.0,0.1,180.8,179.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,0.23,3.73,34.58,171.61,7.83,105.69,22.92,74.23,42.63,45.72,122.42,0.0,0.09,191.43,165.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,0.22,2.91,38.17,170.3,6.37,114.98,17.18,86.63,45.17,49.95,129.54,0.0,0.1,186.07,169.19,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,12,1
1433,0.23,3.6,33.05,171.83,6.91,114.78,15.13,69.53,48.21,48.39,121.31,0.0,0.1,197.9,172.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1434,0.24,3.59,32.01,176.91,6.88,114.55,15.21,60.57,44.49,48.07,121.19,0.0,0.1,199.13,161.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,0.2,3.65,39.05,176.59,6.66,115.34,19.18,75.14,47.97,48.2,120.96,0.0,0.11,182.27,166.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,0.21,3.8,38.24,178.04,5.44,85.74,18.53,73.27,41.95,47.87,126.69,0.0,0.09,199.82,166.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,0.2,3.6,35.58,179.32,5.14,114.62,19.26,89.38,45.56,48.4,128.68,0.0,0.11,186.6,172.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1438,0.24,3.73,37.98,174.03,5.5,84.35,15.5,83.35,42.55,46.23,127.8,0.0,0.09,186.1,171.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1439,0.24,3.55,38.99,178.2,7.12,104.63,18.35,84.98,40.99,46.41,129.56,0.0,0.08,193.3,166.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,0.21,3.76,38.14,175.76,6.92,96.05,24.41,78.83,46.31,49.21,121.74,0.0,0.08,180.72,171.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,0.23,3.69,31.01,174.34,6.69,104.43,24.56,80.63,43.41,47.03,123.2,0.0,0.1,181.02,160.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,0.23,3.55,34.14,177.86,5.32,114.81,23.17,83.92,47.9,48.0,123.14,0.0,0.12,192.18,166.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1443,0.22,3.55,25.89,174.82,6.84,138.41,24.9,66.97,40.29,48.8,129.53,0.0,0.12,192.3,166.91,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,13,1
1444,0.22,3.5,36.22,175.53,7.78,84.01,21.81,67.35,48.79,46.79,123.29,0.0,0.12,184.62,161.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1445,0.22,3.57,38.01,171.35,5.32,105.42,16.43,62.06,48.38,48.56,127.85,0.0,0.12,180.93,167.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,0.22,3.65,30.42,171.37,6.64,100.22,19.32,72.2,40.51,45.36,128.71,0.0,0.1,187.7,161.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,0.25,3.71,38.37,177.68,7.13,93.79,15.14,61.16,43.9,46.0,123.77,0.0,0.11,199.96,170.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1448,0.21,3.62,34.29,170.84,7.63,87.42,15.55,61.43,41.94,49.53,123.54,0.0,0.11,193.97,171.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,0.22,3.63,31.79,172.4,6.23,110.56,17.55,81.7,46.61,45.33,122.23,0.0,0.11,186.22,172.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,0.22,3.67,35.51,170.13,7.54,116.24,22.37,87.84,48.48,46.33,124.46,0.0,0.12,198.54,170.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1451,0.25,3.51,31.88,171.75,7.9,87.1,16.26,82.92,49.54,49.89,123.97,0.0,0.1,182.18,167.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,0.21,3.77,30.42,175.44,7.46,114.91,15.43,78.67,49.75,48.99,120.87,0.0,0.12,196.09,169.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1453,0.25,3.73,34.13,171.14,5.61,87.27,20.6,85.94,43.13,49.09,125.39,0.0,0.1,181.04,164.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,0.25,3.71,34.89,173.44,5.67,100.98,16.59,81.21,44.01,49.54,123.93,0.0,0.09,182.36,162.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,0.23,3.79,36.62,177.54,7.19,102.6,20.98,81.63,49.02,46.69,120.8,0.0,0.11,183.01,174.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,0.21,3.77,39.78,172.19,5.33,112.96,21.48,87.51,44.28,47.74,125.36,0.0,0.12,187.09,172.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1457,0.22,3.71,32.87,170.15,7.77,91.26,19.81,61.97,46.85,48.97,124.6,0.0,0.09,182.44,178.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1458,0.22,3.64,33.98,173.5,7.54,96.3,16.32,65.82,46.99,49.97,126.79,0.0,0.08,190.47,172.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,0.22,3.78,35.38,179.97,5.69,107.52,16.05,88.13,43.01,47.67,120.83,0.0,0.11,198.79,169.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,0.25,3.68,35.89,170.61,6.58,90.61,17.15,81.55,44.0,49.99,128.4,0.0,0.1,186.64,172.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,0.25,3.65,38.77,170.8,7.73,99.64,19.03,88.16,48.89,47.56,123.22,0.0,0.1,194.32,176.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,0.23,3.72,39.82,178.66,7.95,95.65,24.68,67.22,46.49,46.65,124.42,0.0,0.09,196.35,165.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,0.23,3.65,33.96,177.14,5.71,100.8,17.08,84.15,48.89,47.55,123.99,0.0,0.08,186.3,166.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1464,0.21,3.79,36.84,176.73,5.2,118.79,21.25,67.22,44.1,49.03,128.58,0.0,0.08,185.46,167.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1465,0.24,3.8,37.05,172.34,6.89,115.95,15.8,83.61,44.51,46.81,125.3,0.0,0.09,185.25,169.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1466,0.2,3.56,37.15,174.55,6.64,106.65,21.5,68.73,48.82,49.32,127.89,0.0,0.08,182.65,178.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1467,0.23,3.5,32.64,179.52,7.73,84.63,24.08,88.94,43.25,48.51,125.6,0.0,0.09,183.07,167.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1468,0.22,3.79,34.46,172.16,7.77,82.22,22.33,66.26,46.02,48.9,123.4,0.0,0.11,185.84,178.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1469,0.22,3.75,34.76,176.68,7.95,84.06,17.4,66.11,40.41,49.09,125.16,0.0,0.08,196.57,171.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,0.24,3.58,36.6,174.58,6.03,80.84,18.32,82.66,46.02,49.3,127.71,0.0,0.08,195.73,165.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1471,0.2,3.54,36.43,177.21,7.06,109.16,24.09,77.59,46.53,49.19,124.42,0.0,0.1,187.54,171.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,0.22,3.53,35.22,172.85,7.88,105.37,18.3,87.58,44.83,46.18,124.51,0.0,0.1,198.58,175.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1473,0.22,3.61,32.9,178.04,7.69,107.43,15.6,89.6,45.58,49.14,127.21,0.0,0.09,198.36,166.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,0.24,3.79,36.67,176.74,7.41,111.47,22.06,84.45,45.13,45.72,127.53,0.0,0.09,198.23,161.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,0.25,3.61,32.84,178.67,6.56,106.35,19.56,81.27,45.06,45.86,127.9,0.0,0.11,193.48,174.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
